Bavarian dialect,German,Meaning,Factual similarity,Grammar differs?,Reasons?
Da duachn Ort fliaßnde Zeegenbach entspringt umma 3 km östli bei Zeegendorf.,Der durch den Ort fließende Zeegenbach entspringt etwa 3 km östlich bei Zeegendorf.,5.0,,False,
"Da Knofe oda ""Knofl"" (D. ""Knoblauch"", E. ""Garlic"", wissnschoftlicha Naum ""Allium sativum"") is a Nutzpflaunzn aus da Goddung Lauch (""Allium"").","Knoblauch (""Allium sativum"") ist eine Pflanzenart aus der Gattung Lauch (""Allium"").",4.0,The dialect sentence adds details,False,
De Gmoa ghead zum Kanton Briec (bis 2015 Kanton Châteauneuf-du-Faou).,Die Gemeinde gehört zum Kanton Briec (bis 2015 Kanton Châteauneuf-du-Faou).,5.0,,False,
"Nem da Schauspuiarei studiead Potter meahrare Kinesische Kompfkinste, drunta Kung Fu.","Neben der Schauspielerei studiert Potter mehrere Chinesische Kampfkünste, darunter Kung Fu.",5.0,,False,
Im Ostn und Sidn is's Generoigouvernement gleng.,Im Osten und Süden lag das Generalgouvernement.,5.0,,True,
Le Beugnon liegd uma 18 Kilometa westsidwestli vo Parthenay.,Le Beugnon liegt etwa 18 Kilometer westsüdwestlich von Parthenay.,5.0,,False,
Da Frammersbacher Forst is heit Wondagebiet.,Der Frammersbacher Forst ist heute Wandergebiet.,5.0,,False,
Da Distrikt is mid da Grindung vo de Arrondissements om 17.  Feba 1800 ins neie Arrondissement Yssingeaux iwafiahd worn.,Der Distrikt wurde mit der Gründung der Arrondissements am 17. Februar 1800 in das neue Arrondissement Yssingeaux überführt.,5.0,,True,
Mit 17 hods an Plottnvadrog mid Sony Music untaschriem.,Mit 17 Jahren unterschrieb sie einen Plattenvertrag bei Sony Music.,5.0,,True,
"De Nochboaorte vo Casamarciano san Avella (AV), Cimitile, Comiziano, Nola, Tufino und Visciano.","Die Nachbarorte von Casamarciano sind Avella (AV), Cimitile, Comiziano, Nola, Tufino und Visciano.",5.0,,False,
Se is im Joar 2013 obgbaut worn und werd demnächst aufm Museumsglände vom Freilandmuseum Bad Windsheim nei earicht.,Sie wurde im Jahr 2013 abgebaut und wird demnächst auf dem Museumsgelände des Freilandmuseums Bad Windsheim neu errichtet.,5.0,,True,
De Judikative is dogeng nua im Bereich vo de Bundesgrichte greglt.,Die Judikative ist dagegen nur im Bereich der Bundesgerichte geregelt.,5.0,,False,
In Mistendorf befindn se de katholische Pforrkirch Mariae Himmelfahrt und de Woifoahtskapej Steinknock.,In Mistendorf befinden sich die katholische Pfarrkirche Mariae Himmelfahrt und die Wallfahrtskapelle Steinknock.,5.0,,False,
Duach de Gmoa fliaßt da Kreuthboch.,Durch die Gemeinde fließt der Kreuthbach.,5.0,,False,
"De Nochboagmoana san: Altavilla Silentina, Campagna, Castelcivita, Controne, Contursi Terme, Serre und Sicignano degli Alburni.","Die Nachbargemeinden sind Altavilla Silentina, Campagna, Castelcivita, Controne, Contursi Terme, Serre und Sicignano degli Alburni.",5.0,,False,
"De Nochboagmoana san: Arola, Breia, Cellio, Cesara, Civiasco, Pella, Pogno, San Maurizio d’Opaglio, Valduggia und Varallo Sesia.","Die Nachbargemeinden sind Arola, Cellio con Breia, Cesara, Civiasco, Pella, Pogno, San Maurizio d’Opaglio, Valduggia und Varallo Sesia.",5.0,,False,
1625 hod do da Psalmübasetza Albert Szenczi Molnár gwiakt.,1625 wirkte hier der Psalmübersetzer Albert Szenczi Molnár.,4.0,,True,subtle word diff.
"Da District woa bis zum 31. Dezemba 2007 in de Cercles (dt.: ""Kroas""): Begnins, Gingins, Coppet und Nyon afteid.","Der District war bis zum 31. Dezember 2007 in die Cercles (dt. Kreise) Begnins, Gingins, Coppet und Nyon aufgeteilt.",5.0,,False,
Grundsetzlich untastitzt AdBlock Plus zwoa untaschiedliche Arten an Fuitaregeln.,Grundsätzlich unterstützt AdBlock Plus zwei unterschiedliche Arten an Filterregeln.,5.0,,False,
In de 1960er-Joar san Schloss und Schlosspark vo de Groß vo Trockau an Privateigntüma vakafft worn.,In den 1960er-Jahren wurden Schloss und Schlosspark von den Groß von Trockau an Privateigentümer verkauft.,5.0,,True,
In an viazehnkepfigen Rod vo da Comunità entsendn de Gmoarät vo de beteiligtn Kommuna je oa Mitglied.,In den vierzehnköpfigen Rat der Comunità entsenden die Gemeinderäte der beteiligten Kommunen je ein Mitglied.,5.0,,False,
"Biała Druga (: Biala) is a Doaf und Sitz vo da Landgmoa Biała im Powiat Wieluński vo da Woiwodschoft Łódź, Poin.","Biała Druga ( ""Biala II"") ist ein Dorf im Powiat Wieluński der Woiwodschaft Łódź in Polen.",,,False,
"Er fliaßt in nordwestliche Richtung und mindt in Feldkahl in de ""Feldkahl"".","Er fließt in nordwestliche Richtung und mündet in Feldkahl in die ""Feldkahl"".",5.0,,False,
"Hintam Ort Wintersbach mindt da Dammbach am ""Neuhammer"" in de Elsava.",Hinter dem Ort Wintersbach wendet sich der Dammbach nach Westen und mündet am Neuhammer in die Elsava.,3.0,The dialect sentence misses details,False,
Da natialiche Valaff van Fluss is im 19. Joarhundad vaendad worn.,Der natürliche Verlauf des Flusses wurde im 19. Jahrhundert verändert.,5.0,,True,
"S Gnia oda Knia (dt. ""Knie"", engl. ""knee"", lat. ) is d Vabindung zwischn Owa- und Untaschenkl im Haxn.","Die gemeingerm. Körperteilbezeichnung mhd. ""knie"", ahd. ""kneo"" geht auf idg. ""ḡenu-"" „Knie“ zurück.",2.0,,False,
Im Joar 1585 san 219 Eihwohna vo Untereuerheim oana Pestepidemie zum Opfa gfoin.,Im Jahr 1585 fielen 219 Einwohner von Untereuerheim einer Pestepidemie zum Opfer.,5.0,,True,
Des Doaf liegt uma 7 km östli vo Feuchtwangen inmiddn vo Fejdan und Wiesn.,Das Dorf liegt etwa sieben Kilometer östlich von Feuchtwangen inmitten von Feldern und Wiesen.,5.0,,False,
De hechste Eahebung betrogt 169 Meta.,Die höchste Erhebung beträgt 169 Meter.,5.0,,False,
"De Nochboagmoana san: Casaletto Spartano, Morigerati, Rofrano, Sanza und Torre Orsaia.","Die Nachbargemeinden sind Casaletto Spartano, Morigerati, Rofrano, Sanza und Torre Orsaia.",5.0,,False,
In oam Woidgebiet befindt se da Wotansborn.,In einem Waldgebiet befindet sich der Wotansborn.,5.0,,False,
Hapteaweabszweige san da Obst- und Tobokonbau.,Haupterwerbszweige sind der Obst- und Tabakanbau.,5.0,,False,
Da Weiler Oberschönau is a Ortstei vom Moakt Arberg im middlfränkischn Landkroas Ansbach.,"Oberschönau ist ein Gemeindeteil des Marktes Arberg im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,phrasing differs
Da Sitz vo da Vawoitung is Atchison.,Der Verwaltungssitz (County Seat) ist Atchison.,4.0,The dialect sentence misses details,False,
"Nochboagmoana san (vo Noadn ogfonga im Uahzoagasinn): Moakt Nordheim, Bad Windsheim, Burgbernheim, Gallmersgarten, Uffenheim.","Nachbargemeinden sind (von Norden beginnend im Uhrzeigersinn): Markt Nordheim, Bad Windsheim, Burgbernheim, Gallmersgarten, Uffenheim.",5.0,,False,
Schneppenbach is seitm 1. Jenna 1972 oana vo de drei Ortstei vom Moakt Schöllkrippen im untafränkischn Landkroas Aschaffenburg.,Schneppenbach ist seit dem 1. Januar 1972 einer der drei Ortsteile des Marktes Schöllkrippen im unterfränkischen Landkreis Aschaffenburg.,5.0,,False,
Da Zuafluss vom westlichn Quejzweig eafoigt untairdisch.,Der Zufluss des westlichen Quellzweiges erfolgt unterirdisch.,5.0,,False,
Zuvoa hom de Kinda zum Untaricht noch Goldbach geh miassn.,Zuvor mussten die Kinder zum Unterricht nach Goldbach gehen.,5.0,,True,
Zum Bstimma vo Schodstoffeihleitan in's Obwossasystem ko de Sielhautanalyse gnutzd wean.,Zum Bestimmen von Schadstoffeinleitern in das Abwassersystem kann die Sielhautanalyse genutzt werden.,5.0,,False,
"Weahrnd da Zeid vom Faschismus hod des Doaf an italianisiatn Noma ""San Nicola d'Aosta"" trong.","Während der Zeit des Faschismus trug das Dorf den italianisierten Namen ""San Nicola d'Aosta"".",5.0,,True,
"Moingt gähd af on gallo-remischn Bodeort, ""Aquae Segetae"", aus'm 1. und 2. Joarhundad zruck.","Moingt geht auf einen gallo-römischen Badeort, ""Aquae Segetae"", aus dem 1. und 2. Jahrhundert zurück.",5.0,,False,
"Ia Newssendung af MSNBC ""The Rachel Maddow Show"" hod a Quotn vo umara 3 Mio pro Dog.","Rachel Anne Maddow (* 1. April 1973 in Castro Valley, Kalifornien) ist eine US-amerikanische Radio- und Fernsehmoderatorin und -kommentatorin.",2.0,,False,
De Kiach St. Lawrence stommt ausm 12. Joarhundad.,Die Kirche St. Lawrence stammt aus dem 12. Jahrhundert.,5.0,,False,
"1800 hods im Ort 15 Haushoite gem, de olle am eichstättischn Vogtamt Aurach-Wahrberg untatan woarn.","1800 gab es in dem Ort 15 Haushalte, die alle dem eichstättischen Vogtamt Aurach-Wahrberg untertan waren.",5.0,,True,
2011 is z Speyer mit da Martin-Greif-Stubm a kloans Literatuamuseum eigricht worn.,2011 wurde in Speyer mit der Martin-Greif-Stube ein kleines Literaturmuseum zu Leben und Werk des Dichters eingerichtet.,3.0,The dialect sentence misses details,True,
"430 hod a mid de Hunnen vom Oktar gegn de ""Burgunda"" kempft.",Nach Oktars Tod 430 regierte Rua über einen großen Teil der europäischen Hunnen; Mundzuk war offenbar bereits zuvor verstorben.,2.0,,False,
"De Lazarettspitze befindt se am Zammfluss vom Donau-Nordorm und vom Donau-Sidorm in Rengschburg bei Flusskilometa 2377,75.","Die Lazarettspitze befindet sich am Zusammenfluss des Donau-Nordarms und des Donau-Südarms in Regensburg bei Flusskilometer 2377,75.",5.0,,False,
De Kamma da Reichsrät is im Zwoakammasistem vo de Boarischen Landständ noch da Boarischn Vofassung vo 1818 de easte Kamma.,Die Kammer der Reichsräte war im Zweikammersystem der Bayerischen Ständeversammlung nach der Bayerischen Verfassung von 1818 die erste Kammer.,4.0,,False,subtle word diff.
De Provinz San José hod a Fläch vo 4965 km² und zehjd 1.404.242 Eihwohna (2011).,"Die Provinz San José hat eine Fläche von 4965,3 km² und zählt 1.404.242 (2011) Einwohner.",4.0,Minor factual inconsistency,False,
Pielenhofen is a Gmoa im obapfäjza Landkroas Rengschburg in Bayern und Midglied vo da Vawoitungsgmoaschoft Pielenhofen-Wolfsegg.,Pielenhofen ist eine Gemeinde im Oberpfälzer Landkreis Regensburg in Bayern.,3.0,The dialect sentence adds details,False,
Sei Gipfe liegt aufm Gebiet vo da Gmoa Perasdorf im Landkroas Straubing-Boong.,Sein Gipfel liegt auf dem Gebiet der Gemeinde Perasdorf im Landkreis Straubing-Bogen.,5.0,,False,
Bis in de 1980er Joar rei is de Köhlarei betriem worn.,Bis in die 1980er Jahre hinein wurde die Köhlerei betrieben.,5.0,,True,
Duat liegt am untan End vom Teufelsgrund des zu Freigericht ghearande Hüttelngesäß.,Dort liegt am unteren Ende des Teufelsgrundes das zu Freigericht gehörende Hüttelngesäß.,5.0,,False,
Om 1. Jenna 2016 is Hämeenkoski noch Hollola eihgmoadd worn.,Am 1. Januar 2016 wurde Hämeenkoski nach Hollola eingemeindet.,5.0,,True,
Zua diesm Zweck san ausm gonzn ansbachischn Umlond de Rohstoffe (v. a. Erlenhoiz) heabeigfiaht worn.,Zu diesem Zweck wurden aus dem ganzen ansbachischen Umland die Rohstoffe (v. a.,,,False,German is incomplete
Aus Östareich hom se nochm Dreißigjährign Kriag protestantische Flichtlinge ongsiedlt.,Aus Österreich siedelten sich nach dem Dreißigjährigen Krieg protestantische Exulanten an.,5.0,,True,"slight diff. in meaning:
Flichtlinge ≠ Exulanten"
Späda im Remischn Reich hod de Gegnd zua Provinz Pannonia gheat.,Später unter den Römern lag das heutige Lackenbach dann in der Provinz Pannonia.,3.0,The dialect sentence misses details,True,different phrasing
Weitara Valaff vo da M29 bis 1991.,Weiterer Verlauf der M29 bis 1991.,,,False,both are incomplete
Da Sitz vo da Vawoitung is Salina.,Der Verwaltungssitz (County Seat) ist Salina.,4.0,The dialect sentence misses details,False,
"Da Zeubach entspringt im Langweiler Woid, nordöstli vo Volsbach.","Der Zeubach entspringt im Langweiler Wald, nordöstlich von Volsbach.",5.0,,False,
De Kiach is im Joar 1954 Martin Luther gweihd und om 1. Mai 1978 da Ort noch Esselbach eihgmoandd worn.,Die Kirche wurde im Jahr 1954 Martin Luther geweiht und am 1. Mai 1978 der Ort nach Esselbach eingemeindet.,5.0,,True,
Da Ort liegd om sidlichn Hong vo de Monti Alburni.,Der Ort liegt am südlichen Hang der Monti Alburni.,5.0,,False,
"De Nochboagmoana san: Aquara, Bellosguardo, Castelcivita, Petina, Sant’Angelo a Fasanella und Sicignano degli Alburni.","Die Nachbargemeinden sind Aquara, Bellosguardo, Castelcivita, Petina, Sant’Angelo a Fasanella und Sicignano degli Alburni.",5.0,,False,
Mögersbronn is a Ortstei vo da Stod Feuchtwangen im Landkroas Ansbach in Middlfrankn.,"Mögersbronn ist ein Gemeindeteil der Stadt Feuchtwangen im Landkreis Ansbach (Mittelfranken, Bayern).",4.0,The dialect sentence misses details,False,subtle diff. between words
Sant’Anastasia zejt 8536 Privathaushoite.,Sant’Anastasia zählt 8536 Privathaushalte.,5.0,,False,
Guilherand-Granges is de estlichsde Gmoa vom Département Ardèche.,Guilherand-Granges ist die östlichste Gemeinde des Départements Ardèche.,5.0,,False,
Pietraperzia hod se in dera Zeid um a Festung rum entwicklt.,Pietraperzia entwickelte sich in dieser Zeit um eine Festung herum.,5.0,,True,
"Da Van der Bellen is Mitglied vo de Greanan, owa bei da Woi ois unobhängiga Kandidat otreten.","Van der Bellen trat als unabhängiger, nicht von einer Partei nominierter, Kandidat für das Amt des Bundespräsidenten an.",,,False,
Kuaz voa seim Tod is da Würzburger Dom duach Blitzschlog zasteat worn.,Kurz vor seinem Tod wurde der Würzburger Dom durch Blitzschlag zerstört.,5.0,,True,
"Da Sidwestn werd vo Gräfenneuses eihgnumma, im Westn fongts Gebiet vo da Gmoa Prichsenstadt o.","Der Südwesten wird von Gräfenneuses eingenommen, im Westen beginnt das Gebiet der Gemeinde Prichsenstadt.",5.0,,False,
Da Sää entwassad a uma 50.000 km² groß' Gebiet.,Der See entwässert ein etwa 50.000 km² großes Gebiet.,5.0,,False,
"De Stroß fiaht dobei zu de Orte Danvers, Boxford, Georgetown, Rowley, Danvers, Newbury, West Newbury, Newburyport, Amesbury und Salisbury.","Die Straße führt dabei zu den Orten Danvers, Boxford, Georgetown, Rowley, Danvers, Newbury, West Newbury, Newburyport, Amesbury und Salisbury.",5.0,,False,
"Aielli liegt in da Näh vo da Autoboh A25 ""Strada dei Parchi"", uma 20 min. vo da Ausfoaht Celano entfeant.","Aielli liegt in der Nàhe der Autobahn A25 ""Strada dei Parchi"", etwa 20 min. von der Ausfahrt Celano entfernt.",5.0,,False,
Se stähd zwischn da Bundesstoots- und Distriktebane und umfossd meahrane Distrikte.,Sie steht zwischen der Bundesstaats- und Distriktebene und umfasst mehrere Distrikte.,5.0,,False,
"Watcom hod zoihreiche Programmiaweakzeige entwickld, drunta'n 1988 voagstejdn ""Watcom C Compiler"".","Watcom entwickelte zahlreiche Programmierwerkzeuge, darunter den 1988 vorgestellten ""Watcom C Compiler"".",5.0,,True,
Da Grund füa de Kompositeaun woa da Eisåtz vom k. u. k. steirisch'n IR „Albert I.,Anlass war der Einsatz des k. u. k. steirischen IR „Albert I.,,,False,both are incomplete
Maingründel gheat zua katholischn Pforrei Sankt Nikolaus in Kutzenhausen.,"Maingründel gehört zur katholischen Pfarrei Sankt Nikolaus in Kutzenhausen, im Dekanat Augsburg-Land des Bistums Augsburg.",3.0,The dialect sentence misses details,False,
"De ""state university systems"" buidn nem de effntlichn Colleges de stootliche Houchschuilandschoft in de USA.","Die ""state university systems"" bilden neben den öffentlichen Colleges die staatliche Hochschullandschaft in den USA.",5.0,,False,
"Zommschluss mit 3 Italia, Fastweb Italia und British Telecom Italia.","Wind bot Festnetz, Mobilfunk, Internet und Kabelfernsehen über IPTV.",,,False,both are incomplete
Fremdingen is a Gmoa im schwäbischn Landkroas Donau-Rias.,Fremdingen (Rieserisch: Fremde) ist eine Gemeinde im schwäbischen Landkreis Donau-Ries.,4.0,The dialect sentence misses details,False,
"Im 11. Joarhundad easchtmois in Urkundn eawähnt, woar Prinkofen a Hofmark.","Im 11. Jahrhundert erstmals in Urkunden erwähnt, war Prinkofen später eine Hofmark.",4.0,The dialect sentence misses details,False,
Da Uasprung da Weiler Ach befindt se in de Allgaia Oipn sidöstli da Hörnergruppn am westlichn Ortsrond vo Obermaiselstein.,Der Ursprung der Weiler Ach befindet sich in den Allgäuer Alpen südöstlich der Hörnergruppe am westlichen Ortsrand von Obermaiselstein.,5.0,,False,
Haptort (Sitz vo da Präfektua) is Évreux.,Hauptort (Sitz der Präfektur) ist Évreux.,5.0,,False,
"Da Steinbach knickd om ""Steintor"" noch Noadn ob.","Der Steinbach knickt am ""Steintor"" nach Norden ab.",5.0,,False,
Haidbühl is a Einöde und a Ortstei vo da Gmoa Hoslbo im niedabayerischn Landkroas Straubing-Boong.,Haidbühl ist eine Einöde und ein Ortsteil der Gemeinde Haselbach im niederbayerischen Landkreis Straubing-Bogen.,5.0,,False,
"Es Tha entspricht im stimmlosn englischn „th“-Laut in ""thief"" oda ""thought"".","Das Thāʾ entspricht dem stimmlosen englischen „th“-Laut in ""thief"" oder ""thought"".",5.0,,False,
"Ea umfossd 20 Gmoana, Haptort (""chef-lieu"") is Lavardac.","Er umfasst 20 Gemeinden, Hauptort (""chef-lieu"") ist Lavardac.",5.0,,False,
"De greßde Stod vo da Region is as gleichnamige Warna (aa: ""Varna"").",Die größte Stadt der Region ist das gleichnamige Warna (auch: Varna).,5.0,,False,
Steuben County is a Beziak im Bundesstoot New York in da USA.,Steuben County ist ein County im Bundesstaat New York der Vereinigten Staaten.,5.0,,False,synonyms used
"In Schottland hoassns ""lieutenancy areas"".","In Schottland heißen sie „Leutnantgebiete“ ""(lieutenancy areas)"".",4.0,The dialect sentence misses details,False,
Neuweiler werd im 12. Joarhundad ois „Niuwiler“ gnennt.,Neuweiler wird im 12. Jahrhundert als „Niuwiler“ genannt.,5.0,,False,
A weidas wejdbekonnts Untanehmen is da Reifn- und Kabeheasteja Pirelli.,Ein weiteres weltbekanntes Unternehmen ist der Reifen- und Kabelhersteller Pirelli.,5.0,,False,
Es hod se duach relativ ausfiahliche Kuituaberichteastottung konsavativa Tendenz auszeichnd.,Es zeichnete sich durch relativ ausführliche Kulturberichterstattung konservativer Tendenz aus.,5.0,,True,
De Interstate 95 is bis heit koa duachgehnde Route.,Die Interstate 95 ist bis heute keine durchgehende Route.,5.0,,False,
De St 2281 fiaht sidwearts noch Poppenlauer.,Die St 2281 führt südwärts nach Poppenlauer.,5.0,,False,
Douglas is a US-amerikanische Stod in Arizona im Cochise County.,Douglas ist eine US-amerikanische Stadt in Arizona im Cochise County.,5.0,,False,
Pop is a Stod in da usbekischn Provinz Namangan im Ferghanatoi und Haptort van gleinaming Beziak.,Pop ist eine Stadt in der usbekischen Provinz Namangan im Ferghanatal und Hauptort des gleichnamigen Bezirks.,5.0,,False,
